goos: linux
goarch: amd64
pkg: xml-perf-test/pkg/xml
cpu: Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz
Benchmark_etree-8               	      61	  16660021 ns/op	 5016570 B/op	  128127 allocs/op
Benchmark_native-8              	      74	  14856189 ns/op	 3732742 B/op	  108087 allocs/op
Benchmark_native-8              	      81	  14889546 ns/op	 3730129 B/op	  108087 allocs/op
Benchmark_native-8              	      79	  15127654 ns/op	 3730056 B/op	  108087 allocs/op
Benchmark_native-8              	      80	  14971099 ns/op	 3730093 B/op	  108087 allocs/op
Benchmark_native-8              	      79	  15048147 ns/op	 3730263 B/op	  108087 allocs/op
Benchmark_native-8              	      78	  15668101 ns/op	 3730124 B/op	  108087 allocs/op
Benchmark_native-8              	      80	  15289336 ns/op	 3730098 B/op	  108087 allocs/op
Benchmark_native-8              	      79	  14968003 ns/op	 3730049 B/op	  108087 allocs/op
Benchmark_native-8              	      76	  16050890 ns/op	 3730264 B/op	  108087 allocs/op
Benchmark_native-8              	      79	  16326739 ns/op	 3730264 B/op	  108087 allocs/op
Benchmark_native-8              	      75	  15581891 ns/op	 3730326 B/op	  108087 allocs/op
Benchmark_native-8              	      76	  16068876 ns/op	 3730370 B/op	  108087 allocs/op
Benchmark_native-8              	      80	  17373849 ns/op	 3729986 B/op	  108087 allocs/op
Benchmark_native-8              	      78	  15223072 ns/op	 3730226 B/op	  108087 allocs/op
Benchmark_native-8              	      79	  15221430 ns/op	 3730058 B/op	  108087 allocs/op
Benchmark_native-8              	      73	  15613907 ns/op	 3730592 B/op	  108087 allocs/op
Benchmark_native-8              	      81	  15866785 ns/op	 3729929 B/op	  108087 allocs/op
Benchmark_native-8              	      67	  15958289 ns/op	 3731116 B/op	  108087 allocs/op
Benchmark_native-8              	      79	  16029206 ns/op	 3730054 B/op	  108087 allocs/op
Benchmark_xml_stream_parser-8   	     190	   6763015 ns/op	 4380304 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     176	   6302583 ns/op	 4380497 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     184	   6157033 ns/op	 4380360 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     193	   6010553 ns/op	 4380227 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     198	   6142764 ns/op	 4380161 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     186	   6311051 ns/op	 4380296 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     189	   6278987 ns/op	 4380311 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     194	   6222797 ns/op	 4380238 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     200	   6068350 ns/op	 4380082 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     198	   5916211 ns/op	 4380142 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     204	   5951161 ns/op	 4380078 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     198	   6064781 ns/op	 4380120 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     195	   6071249 ns/op	 4380175 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     192	   7041313 ns/op	 4380208 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     158	   7292645 ns/op	 4380677 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     174	   6723265 ns/op	 4382280 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     174	   6671528 ns/op	 4380434 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     192	   5929758 ns/op	 4380206 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     193	   5900467 ns/op	 4380194 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     188	   5925532 ns/op	 4380214 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     200	   6149405 ns/op	 4380125 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     190	   6138191 ns/op	 4380186 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     201	   5980397 ns/op	 4380145 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     199	   5833735 ns/op	 4380083 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     205	   5916424 ns/op	 4380100 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     202	   5940709 ns/op	 4380064 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     192	   6241575 ns/op	 4380215 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     180	   6249086 ns/op	 4380309 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     200	   6070443 ns/op	 4380127 B/op	   52056 allocs/op
Benchmark_xml_stream_parser-8   	     186	   6406195 ns/op	 4380280 B/op	   52056 allocs/op
PASS
ok  	xml-perf-test/pkg/xml	127.647s
